SN,open,high,low,close,change,pct_change,turnover,date
4530,215.87,215.87,215.87,215.87,0.00,0.00,0.00,2002-12-11
4531,215.97,215.97,215.97,215.97,0.00,0.00,0.00,2002-12-10
4532,216.29,216.29,216.29,216.29,0.00,0.00,0.00,2002-12-09
4533,216.79,216.79,216.79,216.79,0.00,0.00,0.00,2002-12-06
4534,217.20,217.20,217.20,217.20,0.00,0.00,0.00,2002-12-05
4535,216.75,216.75,216.75,216.75,0.00,0.00,0.00,2002-12-04
4536,216.26,216.26,216.26,216.26,0.00,0.00,0.00,2002-12-03
4537,216.98,216.98,216.98,216.98,0.00,0.00,0.00,2002-12-02
4538,217.44,217.44,217.44,217.44,0.00,0.00,0.00,2002-11-28
4539,217.31,217.31,217.31,217.31,0.00,0.00,0.00,2002-11-27
4540,217.11,217.11,217.11,217.11,0.00,0.00,0.00,2002-11-26
4541,217.10,217.10,217.10,217.10,0.00,0.00,0.00,2002-11-25
4542,217.36,217.36,217.36,217.36,0.00,0.00,0.00,2002-11-22
4543,219.25,219.25,219.25,219.25,0.00,0.00,0.00,2002-11-21
4544,220.43,220.43,220.43,220.43,0.00,0.00,0.00,2002-11-20
4545,220.37,220.37,220.37,220.37,0.00,0.00,0.00,2002-11-19
4546,220.59,220.59,220.59,220.59,0.00,0.00,0.00,2002-11-18
4547,220.73,220.73,220.73,220.73,0.00,0.00,0.00,2002-11-15
4548,221.57,221.57,221.57,221.57,0.00,0.00,0.00,2002-11-14
4549,222.49,222.49,222.49,222.49,0.00,0.00,0.00,2002-11-13
4550,222.67,222.67,222.67,222.67,0.00,0.00,0.00,2002-11-12
4551,222.97,222.97,222.97,222.97,0.00,0.00,0.00,2002-11-11
4552,223.94,223.94,223.94,223.94,0.00,0.00,0.00,2002-11-08
4553,224.29,224.29,224.29,224.29,0.00,0.00,0.00,2002-11-07
4554,225.65,225.65,225.65,225.65,0.00,0.00,0.00,2002-11-01
4555,225.40,225.40,225.40,225.40,0.00,0.00,0.00,2002-10-31
4556,224.33,224.33,224.33,224.33,0.00,0.00,0.00,2002-10-30
4557,223.11,223.11,223.11,223.11,0.00,0.00,0.00,2002-10-29
4558,220.97,220.97,220.97,220.97,0.00,0.00,0.00,2002-10-28
4559,220.78,220.78,220.78,220.78,0.00,0.00,0.00,2002-10-25
4560,221.08,221.08,221.08,221.08,0.00,0.00,0.00,2002-10-24
4561,220.03,220.03,220.03,220.03,0.00,0.00,0.00,2002-10-23
4562,219.69,219.69,219.69,219.69,0.00,0.00,0.00,2002-10-22
4563,219.16,219.16,219.16,219.16,0.00,0.00,0.00,2002-10-21
4564,219.26,219.26,219.26,219.26,0.00,0.00,0.00,2002-10-11
4565,219.33,219.33,219.33,219.33,0.00,0.00,0.00,2002-10-10
4566,218.88,218.88,218.88,218.88,0.00,0.00,0.00,2002-10-09
4567,218.76,218.76,218.76,218.76,0.00,0.00,0.00,2002-10-08
4568,217.90,217.90,217.90,217.90,0.00,0.00,0.00,2002-10-04
4569,218.03,218.03,218.03,218.03,0.00,0.00,0.00,2002-10-03
4570,217.11,217.11,217.11,217.11,0.00,0.00,0.00,2002-10-02
4571,217.13,217.13,217.13,217.13,0.00,0.00,0.00,2002-10-01
4572,217.53,217.53,217.53,217.53,0.00,0.00,0.00,2002-09-30
4573,218.19,218.19,218.19,218.19,0.00,0.00,0.00,2002-09-27
4574,218.22,218.22,218.22,218.22,0.00,0.00,0.00,2002-09-26
4575,218.48,218.48,218.48,218.48,0.00,0.00,0.00,2002-09-25
4576,219.97,219.97,219.97,219.97,0.00,0.00,0.00,2002-09-24
4577,222.12,222.12,222.12,222.12,0.00,0.00,0.00,2002-09-23
4578,223.14,223.14,223.14,223.14,0.00,0.00,0.00,2002-09-19
4579,222.77,222.77,222.77,222.77,0.00,0.00,0.00,2002-09-18
4580,222.87,222.87,222.87,222.87,0.00,0.00,0.00,2002-09-17
4581,222.98,222.98,222.98,222.98,0.00,0.00,0.00,2002-09-16
4582,223.03,223.03,223.03,223.03,0.00,0.00,0.00,2002-09-13
4583,223.79,223.79,223.79,223.79,0.00,0.00,0.00,2002-09-12
4584,223.87,223.87,223.87,223.87,0.00,0.00,0.00,2002-09-11
4585,223.71,223.71,223.71,223.71,0.00,0.00,0.00,2002-09-10
4586,223.92,223.92,223.92,223.92,0.00,0.00,0.00,2002-09-09
4587,224.54,224.54,224.54,224.54,0.00,0.00,0.00,2002-09-06
4588,224.86,224.86,224.86,224.86,0.00,0.00,0.00,2002-09-05
4589,225.59,225.59,225.59,225.59,0.00,0.00,0.00,2002-09-04
4590,225.30,225.30,225.30,225.30,0.00,0.00,0.00,2002-09-03
4591,225.38,225.38,225.38,225.38,0.00,0.00,0.00,2002-09-02
4592,227.36,227.36,227.36,227.36,0.00,0.00,0.00,2002-08-29
4593,228.54,228.54,228.54,228.54,0.00,0.00,0.00,2002-08-28
4594,228.96,228.96,228.96,228.96,0.00,0.00,0.00,2002-08-27
4595,230.01,230.01,230.01,230.01,0.00,0.00,0.00,2002-08-26
4596,229.88,229.88,229.88,229.88,0.00,0.00,0.00,2002-08-23
4597,229.02,229.02,229.02,229.02,0.00,0.00,0.00,2002-08-22
4598,228.40,228.40,228.40,228.40,0.00,0.00,0.00,2002-08-21
4599,227.58,227.58,227.58,227.58,0.00,0.00,0.00,2002-08-20
4600,226.37,226.37,226.37,226.37,0.00,0.00,0.00,2002-08-19
4601,226.59,226.59,226.59,226.59,0.00,0.00,0.00,2002-08-16
4602,226.02,226.02,226.02,226.02,0.00,0.00,0.00,2002-08-15
4603,225.39,225.39,225.39,225.39,0.00,0.00,0.00,2002-08-14
4604,224.32,224.32,224.32,224.32,0.00,0.00,0.00,2002-08-13
4605,223.77,223.77,223.77,223.77,0.00,0.00,0.00,2002-08-12
4606,224.03,224.03,224.03,224.03,0.00,0.00,0.00,2002-08-09
4607,223.68,223.68,223.68,223.68,0.00,0.00,0.00,2002-08-08
4608,223.63,223.63,223.63,223.63,0.00,0.00,0.00,2002-08-07
4609,223.84,223.84,223.84,223.84,0.00,0.00,0.00,2002-08-06
4610,223.84,223.84,223.84,223.84,0.00,0.00,0.00,2002-08-05
4611,224.52,224.52,224.52,224.52,0.00,0.00,0.00,2002-08-02
4612,223.86,223.86,223.86,223.86,0.00,0.00,0.00,2002-08-01
4613,224.57,224.57,224.57,224.57,0.00,0.00,0.00,2002-07-30
4614,224.65,224.65,224.65,224.65,0.00,0.00,0.00,2002-07-29
4615,224.47,224.47,224.47,224.47,0.00,0.00,0.00,2002-07-26
4616,224.17,224.17,224.17,224.17,0.00,0.00,0.00,2002-07-25
4617,221.75,221.75,221.75,221.75,0.00,0.00,0.00,2002-07-24
4618,221.49,221.49,221.49,221.49,0.00,0.00,0.00,2002-07-23
4619,221.65,221.65,221.65,221.65,0.00,0.00,0.00,2002-07-22
4620,222.00,222.00,222.00,222.00,0.00,0.00,0.00,2002-07-19
4621,222.06,222.06,222.06,222.06,0.00,0.00,0.00,2002-07-17
4622,227.54,227.54,227.54,227.54,0.00,0.00,0.00,2002-07-16
4623,223.76,223.76,223.76,223.76,0.00,0.00,0.00,2002-07-15
4624,222.86,222.86,222.86,222.86,0.00,0.00,0.00,2002-07-12
4625,223.67,223.67,223.67,223.67,0.00,0.00,0.00,2002-07-11
4626,224.84,224.84,224.84,224.84,0.00,0.00,0.00,2002-07-10
4627,226.23,226.23,226.23,226.23,0.00,0.00,0.00,2002-07-08
4628,226.48,226.48,226.48,226.48,0.00,0.00,0.00,2002-07-05
4629,227.16,227.16,227.16,227.16,0.00,0.00,0.00,2002-07-04
4630,228.27,228.27,228.27,228.27,0.00,0.00,0.00,2002-07-03
4631,219.18,219.18,219.18,219.18,0.00,0.00,0.00,2002-07-02
4632,229.20,229.20,229.20,229.20,0.00,0.00,0.00,2002-07-01
4633,229.17,229.17,229.17,229.17,0.00,0.00,0.00,2002-06-27
4634,229.36,229.36,229.36,229.36,0.00,0.00,0.00,2002-06-26
4635,229.33,229.33,229.33,229.33,0.00,0.00,0.00,2002-06-25
4636,229.10,229.10,229.10,229.10,0.00,0.00,0.00,2002-06-24
4637,227.67,227.67,227.67,227.67,0.00,0.00,0.00,2002-06-21
4638,227.24,227.24,227.24,227.24,0.00,0.00,0.00,2002-06-19
4639,226.83,226.83,226.83,226.83,0.00,0.00,0.00,2002-06-18
4640,225.29,225.29,225.29,225.29,0.00,0.00,0.00,2002-06-17
4641,226.04,226.04,226.04,226.04,0.00,0.00,0.00,2002-06-14
4642,228.26,228.26,228.26,228.26,0.00,0.00,0.00,2002-06-13
4643,230.69,230.69,230.69,230.69,0.00,0.00,0.00,2002-06-12
4644,231.34,231.34,231.34,231.34,0.00,0.00,0.00,2002-06-11
4645,231.45,231.45,231.45,231.45,0.00,0.00,0.00,2002-06-10
4646,231.17,231.17,231.17,231.17,0.00,0.00,0.00,2002-06-07
4647,231.83,231.83,231.83,231.83,0.00,0.00,0.00,2002-06-06
4648,232.79,232.79,232.79,232.79,0.00,0.00,0.00,2002-06-05
4649,232.59,232.59,232.59,232.59,0.00,0.00,0.00,2002-06-04
4650,232.31,232.31,232.31,232.31,0.00,0.00,0.00,2002-06-03
4651,233.28,233.28,233.28,233.28,0.00,0.00,0.00,2002-05-31
4652,233.89,233.89,233.89,233.89,0.00,0.00,0.00,2002-05-30
4653,234.25,234.25,234.25,234.25,0.00,0.00,0.00,2002-05-29
4654,233.47,233.47,233.47,233.47,0.00,0.00,0.00,2002-05-28
4655,234.05,234.05,234.05,234.05,0.00,0.00,0.00,2002-05-27
4656,238.19,238.19,238.19,238.19,0.00,0.00,0.00,2002-05-24
4657,235.88,235.88,235.88,235.88,0.00,0.00,0.00,2002-05-23
4658,241.45,241.45,241.45,241.45,0.00,0.00,0.00,2002-05-22
4659,241.08,241.08,241.08,241.08,0.00,0.00,0.00,2002-05-21
4660,239.90,239.90,239.90,239.90,0.00,0.00,0.00,2002-05-20
4661,239.54,239.54,239.54,239.54,0.00,0.00,0.00,2002-05-17
4662,237.62,237.62,237.62,237.62,0.00,0.00,0.00,2002-05-16
4663,238.42,238.42,238.42,238.42,0.00,0.00,0.00,2002-05-15
4664,239.09,239.09,239.09,239.09,0.00,0.00,0.00,2002-05-14
4665,238.65,238.65,238.65,238.65,0.00,0.00,0.00,2002-05-13
4666,240.46,240.46,240.46,240.46,0.00,0.00,0.00,2002-05-10
4667,234.72,234.72,234.72,234.72,0.00,0.00,0.00,2002-05-09
4668,243.63,243.63,243.63,243.63,0.00,0.00,0.00,2002-05-08
4669,240.04,240.04,240.04,240.04,0.00,0.00,0.00,2002-05-07
4670,230.77,230.77,230.77,230.77,0.00,0.00,0.00,2002-05-06
4671,224.69,224.69,224.69,224.69,0.00,0.00,0.00,2002-05-03
4672,221.73,221.73,221.73,221.73,0.00,0.00,0.00,2002-05-02
4673,221.43,221.43,221.43,221.43,0.00,0.00,0.00,2002-05-01
4674,220.17,220.17,220.17,220.17,0.00,0.00,0.00,2002-04-30
4675,219.51,219.51,219.51,219.51,0.00,0.00,0.00,2002-04-29
4676,218.55,218.55,218.55,218.55,0.00,0.00,0.00,2002-04-26
4677,218.09,218.09,218.09,218.09,0.00,0.00,0.00,2002-04-25
4678,216.83,216.83,216.83,216.83,0.00,0.00,0.00,2002-04-24
4679,215.45,215.45,215.45,215.45,0.00,0.00,0.00,2002-04-23
4680,215.10,215.10,215.10,215.10,0.00,0.00,0.00,2002-04-22
4681,217.14,217.14,217.14,217.14,0.00,0.00,0.00,2002-04-19
4682,216.94,216.94,216.94,216.94,0.00,0.00,0.00,2002-04-18
4683,216.36,216.36,216.36,216.36,0.00,0.00,0.00,2002-04-17
4684,215.15,215.15,215.15,215.15,0.00,0.00,0.00,2002-04-16
4685,214.94,214.94,214.94,214.94,0.00,0.00,0.00,2002-04-15
4686,216.21,216.21,216.21,216.21,0.00,0.00,0.00,2002-04-12
4687,219.14,219.14,219.14,219.14,0.00,0.00,0.00,2002-04-11
4688,217.45,217.45,217.45,217.45,0.00,0.00,0.00,2002-04-10
4689,214.55,214.55,214.55,214.55,0.00,0.00,0.00,2002-04-09
4690,212.66,212.66,212.66,212.66,0.00,0.00,0.00,2002-04-08
4691,208.92,208.92,208.92,208.92,0.00,0.00,0.00,2002-04-05
4692,208.93,208.93,208.93,208.93,0.00,0.00,0.00,2002-04-04
4693,211.11,211.11,211.11,211.11,0.00,0.00,0.00,2002-04-03
4694,209.70,209.70,209.70,209.70,0.00,0.00,0.00,2002-04-02
4695,201.06,201.06,201.06,201.06,0.00,0.00,0.00,2002-04-01
4696,198.81,198.81,198.81,198.81,0.00,0.00,0.00,2002-03-29
4697,205.52,205.52,205.52,205.52,0.00,0.00,0.00,2002-03-27
4698,213.71,213.71,213.71,213.71,0.00,0.00,0.00,2002-03-26
4699,213.74,213.74,213.74,213.74,0.00,0.00,0.00,2002-03-25
4700,209.67,209.67,209.67,209.67,0.00,0.00,0.00,2002-03-22
4701,204.28,204.28,204.28,204.28,0.00,0.00,0.00,2002-03-21
4702,200.18,200.18,200.18,200.18,0.00,0.00,0.00,2002-03-20
4703,192.71,192.71,192.71,192.71,0.00,0.00,0.00,2002-03-19
4704,186.94,186.94,186.94,186.94,0.00,0.00,0.00,2002-03-18
4705,186.22,186.22,186.22,186.22,0.00,0.00,0.00,2002-03-15
4706,187.88,187.88,187.88,187.88,0.00,0.00,0.00,2002-03-14
4707,193.83,193.83,193.83,193.83,0.00,0.00,0.00,2002-03-13
4708,195.46,195.46,195.46,195.46,0.00,0.00,0.00,2002-03-11
4709,198.37,198.37,198.37,198.37,0.00,0.00,0.00,2002-03-08
4710,204.79,204.79,204.79,204.79,0.00,0.00,0.00,2002-03-07
4711,208.53,208.53,208.53,208.53,0.00,0.00,0.00,2002-03-06
4712,211.76,211.76,211.76,211.76,0.00,0.00,0.00,2002-03-05
4713,215.89,215.89,215.89,215.89,0.00,0.00,0.00,2002-03-04
4714,218.59,218.59,218.59,218.59,0.00,0.00,0.00,2002-03-01
4715,220.28,220.28,220.28,220.28,0.00,0.00,0.00,2002-02-28
4716,222.45,222.45,222.45,222.45,0.00,0.00,0.00,2002-02-27
4717,223.46,223.46,223.46,223.46,0.00,0.00,0.00,2002-02-26
4718,225.11,225.11,225.11,225.11,0.00,0.00,0.00,2002-02-25
4719,226.03,226.03,226.03,226.03,0.00,0.00,0.00,2002-02-22
4720,228.75,228.75,228.75,228.75,0.00,0.00,0.00,2002-02-21
4721,230.50,230.50,230.50,230.50,0.00,0.00,0.00,2002-02-20
4722,233.75,233.75,233.75,233.75,0.00,0.00,0.00,2002-02-18
4723,234.97,234.97,234.97,234.97,0.00,0.00,0.00,2002-02-15
4724,234.82,234.82,234.82,234.82,0.00,0.00,0.00,2002-02-14
4725,236.60,236.60,236.60,236.60,0.00,0.00,0.00,2002-02-13
4726,236.01,236.01,236.01,236.01,0.00,0.00,0.00,2002-02-12
4727,236.06,236.06,236.06,236.06,0.00,0.00,0.00,2002-02-11
4728,236.42,236.42,236.42,236.42,0.00,0.00,0.00,2002-02-08
4729,240.41,240.41,240.41,240.41,0.00,0.00,0.00,2002-02-07
4730,245.40,245.40,245.40,245.40,0.00,0.00,0.00,2002-02-06
4731,247.15,247.15,247.15,247.15,0.00,0.00,0.00,2002-02-05
4732,248.72,248.72,248.72,248.72,0.00,0.00,0.00,2002-02-04
4733,251.41,251.41,251.41,251.41,0.00,0.00,0.00,2002-02-01
4734,251.96,251.96,251.96,251.96,0.00,0.00,0.00,2002-01-31
4735,252.73,252.73,252.73,252.73,0.00,0.00,0.00,2002-01-30
4736,252.83,252.83,252.83,252.83,0.00,0.00,0.00,2002-01-28
4737,256.96,256.96,256.96,256.96,0.00,0.00,0.00,2002-01-25
4738,253.20,253.20,253.20,253.20,0.00,0.00,0.00,2002-01-24
4739,255.04,255.04,255.04,255.04,0.00,0.00,0.00,2002-01-23
4740,255.91,255.91,255.91,255.91,0.00,0.00,0.00,2002-01-22
4741,257.73,257.73,257.73,257.73,0.00,0.00,0.00,2002-01-21
4742,259.75,259.75,259.75,259.75,0.00,0.00,0.00,2002-01-18
4743,260.65,260.65,260.65,260.65,0.00,0.00,0.00,2002-01-17
4744,262.88,262.88,262.88,262.88,0.00,0.00,0.00,2002-01-16
4745,261.44,261.44,261.44,261.44,0.00,0.00,0.00,2002-01-15
4746,258.91,258.91,258.91,258.91,0.00,0.00,0.00,2002-01-14
4747,255.92,255.92,255.92,255.92,0.00,0.00,0.00,2002-01-10
4748,262.20,262.20,262.20,262.20,0.00,0.00,0.00,2002-01-09
4749,261.56,261.56,261.56,261.56,0.00,0.00,0.00,2002-01-08
4750,260.67,260.67,260.67,260.67,0.00,0.00,0.00,2002-01-07
4751,261.08,261.08,261.08,261.08,0.00,0.00,0.00,2002-01-03
4752,263.09,263.09,263.09,263.09,0.00,0.00,0.00,2002-01-02
4753,266.28,266.28,266.28,266.28,0.00,0.00,0.00,2002-01-01
4754,269.75,269.75,269.75,269.75,0.00,0.00,0.00,2001-12-31
4755,271.43,271.43,271.43,271.43,0.00,0.00,0.00,2001-12-28
4756,273.20,273.20,273.20,273.20,0.00,0.00,0.00,2001-12-27
4757,274.36,274.36,274.36,274.36,0.00,0.00,0.00,2001-12-26
4758,278.21,278.21,278.21,278.21,0.00,0.00,0.00,2001-12-25
4759,277.84,277.84,277.84,277.84,0.00,0.00,0.00,2001-12-24
4760,280.05,280.05,280.05,280.05,0.00,0.00,0.00,2001-12-21
4761,280.62,280.62,280.62,280.62,0.00,0.00,0.00,2001-12-20
4762,282.80,282.80,282.80,282.80,0.00,0.00,0.00,2001-12-19
4763,283.75,283.75,283.75,283.75,0.00,0.00,0.00,2001-12-18
4764,283.33,283.33,283.33,283.33,0.00,0.00,0.00,2001-12-17
4765,284.48,284.48,284.48,284.48,0.00,0.00,0.00,2001-12-14
4766,286.90,286.90,286.90,286.90,0.00,0.00,0.00,2001-12-13
4767,287.42,287.42,287.42,287.42,0.00,0.00,0.00,2001-12-12
4768,287.42,287.42,287.42,287.42,0.00,0.00,0.00,2001-12-11
4769,290.49,290.49,290.49,290.49,0.00,0.00,0.00,2001-12-10
4770,290.57,290.57,290.57,290.57,0.00,0.00,0.00,2001-12-07
4771,288.97,288.97,288.97,288.97,0.00,0.00,0.00,2001-12-06
4772,287.78,287.78,287.78,287.78,0.00,0.00,0.00,2001-12-05
4773,287.26,287.26,287.26,287.26,0.00,0.00,0.00,2001-12-04
4774,288.72,288.72,288.72,288.72,0.00,0.00,0.00,2001-12-03
4775,287.70,287.70,287.70,287.70,0.00,0.00,0.00,2001-11-30
4776,287.63,287.63,287.63,287.63,0.00,0.00,0.00,2001-11-29
4777,288.83,288.83,288.83,288.83,0.00,0.00,0.00,2001-11-28
4778,283.98,283.98,283.98,283.98,0.00,0.00,0.00,2001-11-27
4779,290.07,290.07,290.07,290.07,0.00,0.00,0.00,2001-11-26
4780,296.01,296.01,296.01,296.01,0.00,0.00,0.00,2001-11-23
4781,297.51,297.51,297.51,297.51,0.00,0.00,0.00,2001-11-22
4782,299.38,299.38,299.38,299.38,0.00,0.00,0.00,2001-11-21
4783,300.34,300.34,300.34,300.34,0.00,0.00,0.00,2001-11-20
4784,301.15,301.15,301.15,301.15,0.00,0.00,0.00,2001-11-19
4785,300.15,300.15,300.15,300.15,0.00,0.00,0.00,2001-11-13
4786,298.19,298.19,298.19,298.19,0.00,0.00,0.00,2001-11-12
4787,297.19,297.19,297.19,297.19,0.00,0.00,0.00,2001-11-09
4788,297.52,297.52,297.52,297.52,0.00,0.00,0.00,2001-11-07
4789,296.35,296.35,296.35,296.35,0.00,0.00,0.00,2001-11-06
4790,290.97,290.97,290.97,290.97,0.00,0.00,0.00,2001-11-05
4791,289.98,289.98,289.98,289.98,0.00,0.00,0.00,2001-11-02
4792,287.79,287.79,287.79,287.79,0.00,0.00,0.00,2001-11-01
4793,287.17,287.17,287.17,287.17,0.00,0.00,0.00,2001-10-31
4794,285.25,285.25,285.25,285.25,0.00,0.00,0.00,2001-10-30
4795,283.06,283.06,283.06,283.06,0.00,0.00,0.00,2001-10-22
4796,282.75,282.75,282.75,282.75,0.00,0.00,0.00,2001-10-19
4797,281.80,281.80,281.80,281.80,0.00,0.00,0.00,2001-10-18
4798,281.50,281.50,281.50,281.50,0.00,0.00,0.00,2001-10-17
4799,281.21,281.21,281.21,281.21,0.00,0.00,0.00,2001-10-16
4800,282.79,282.79,282.79,282.79,0.00,0.00,0.00,2001-10-15
4801,282.05,282.05,282.05,282.05,0.00,0.00,0.00,2001-10-12
4802,281.89,281.89,281.89,281.89,0.00,0.00,0.00,2001-10-11
4803,282.83,282.83,282.83,282.83,0.00,0.00,0.00,2001-10-10
4804,282.16,282.16,282.16,282.16,0.00,0.00,0.00,2001-10-09
4805,282.68,282.68,282.68,282.68,0.00,0.00,0.00,2001-10-08
4806,282.34,282.34,282.34,282.34,0.00,0.00,0.00,2001-10-05
4807,282.11,282.11,282.11,282.11,0.00,0.00,0.00,2001-10-04
4808,281.39,281.39,281.39,281.39,0.00,0.00,0.00,2001-10-03
4809,278.01,278.01,278.01,278.01,0.00,0.00,0.00,2001-10-02
4810,276.46,276.46,276.46,276.46,0.00,0.00,0.00,2001-10-01
4811,276.07,276.07,276.07,276.07,0.00,0.00,0.00,2001-09-28
4812,275.09,275.09,275.09,275.09,0.00,0.00,0.00,2001-09-27
4813,275.23,275.23,275.23,275.23,0.00,0.00,0.00,2001-09-26
4814,277.79,277.79,277.79,277.79,0.00,0.00,0.00,2001-09-25
4815,279.65,279.65,279.65,279.65,0.00,0.00,0.00,2001-09-24
4816,283.38,283.38,283.38,283.38,0.00,0.00,0.00,2001-09-21
4817,282.96,282.96,282.96,282.96,0.00,0.00,0.00,2001-09-20
4818,279.92,279.92,279.92,279.92,0.00,0.00,0.00,2001-09-19
4819,275.13,275.13,275.13,275.13,0.00,0.00,0.00,2001-09-18
4820,273.01,273.01,273.01,273.01,0.00,0.00,0.00,2001-09-17
4821,265.22,265.22,265.22,265.22,0.00,0.00,0.00,2001-09-14
4822,261.37,261.37,261.37,261.37,0.00,0.00,0.00,2001-09-13
4823,269.17,269.17,269.17,269.17,0.00,0.00,0.00,2001-09-12
4824,274.34,274.34,274.34,274.34,0.00,0.00,0.00,2001-09-11
4825,276.91,276.91,276.91,276.91,0.00,0.00,0.00,2001-09-10
4826,280.93,280.93,280.93,280.93,0.00,0.00,0.00,2001-09-07
4827,280.93,280.93,280.93,280.93,0.00,0.00,0.00,2001-09-06
4828,282.78,282.78,282.78,282.78,0.00,0.00,0.00,2001-09-05
4829,282.95,282.95,282.95,282.95,0.00,0.00,0.00,2001-09-04
4830,281.83,281.83,281.83,281.83,0.00,0.00,0.00,2001-09-03
4831,281.04,281.04,281.04,281.04,0.00,0.00,0.00,2001-08-31
4832,280.37,280.37,280.37,280.37,0.00,0.00,0.00,2001-08-30
4833,281.13,281.13,281.13,281.13,0.00,0.00,0.00,2001-08-29
4834,292.53,292.53,292.53,292.53,0.00,0.00,0.00,2001-08-28
4835,295.17,295.17,295.17,295.17,0.00,0.00,0.00,2001-08-27
4836,298.85,298.85,298.85,298.85,0.00,0.00,0.00,2001-08-24
4837,299.34,299.34,299.34,299.34,0.00,0.00,0.00,2001-08-23
4838,309.91,309.91,309.91,309.91,0.00,0.00,0.00,2001-08-22
4839,317.34,317.34,317.34,317.34,0.00,0.00,0.00,2001-08-21
4840,312.41,312.41,312.41,312.41,0.00,0.00,0.00,2001-08-20
4841,320.32,320.32,320.32,320.32,0.00,0.00,0.00,2001-08-17
4842,322.13,322.13,322.13,322.13,0.00,0.00,0.00,2001-08-16
4843,314.95,314.95,314.95,314.95,0.00,0.00,0.00,2001-08-15
4844,314.04,314.04,314.04,314.04,0.00,0.00,0.00,2001-08-14
4845,316.39,316.39,316.39,316.39,0.00,0.00,0.00,2001-08-13
4846,319.49,319.49,319.49,319.49,0.00,0.00,0.00,2001-08-10
4847,319.90,319.90,319.90,319.90,0.00,0.00,0.00,2001-08-09
4848,329.09,329.09,329.09,329.09,0.00,0.00,0.00,2001-08-08
4849,329.51,329.51,329.51,329.51,0.00,0.00,0.00,2001-08-07
4850,321.12,321.12,321.12,321.12,0.00,0.00,0.00,2001-08-06
4851,316.92,316.92,316.92,316.92,0.00,0.00,0.00,2001-08-03
4852,325.60,325.60,325.60,325.60,0.00,0.00,0.00,2001-08-02
4853,325.21,325.21,325.21,325.21,0.00,0.00,0.00,2001-08-01
4854,323.64,323.64,323.64,323.64,0.00,0.00,0.00,2001-07-31
4855,322.45,322.45,322.45,322.45,0.00,0.00,0.00,2001-07-30
4856,321.96,321.96,321.96,321.96,0.00,0.00,0.00,2001-07-27
4857,321.16,321.16,321.16,321.16,0.00,0.00,0.00,2001-07-26
4858,321.16,321.16,321.16,321.16,0.00,0.00,0.00,2001-07-25
4859,329.89,329.89,329.89,329.89,0.00,0.00,0.00,2001-07-24
4860,329.77,329.77,329.77,329.77,0.00,0.00,0.00,2001-07-23
4861,334.64,334.64,334.64,334.64,0.00,0.00,0.00,2001-07-20
4862,337.88,337.88,337.88,337.88,0.00,0.00,0.00,2001-07-19
4863,343.13,343.13,343.13,343.13,0.00,0.00,0.00,2001-07-18
4864,346.80,346.80,346.80,346.80,0.00,0.00,0.00,2001-07-17
4865,352.25,352.25,352.25,352.25,0.00,0.00,0.00,2001-07-16
4866,348.43,348.43,348.43,348.43,0.00,0.00,0.00,2001-07-13
4867,334.75,334.75,334.75,334.75,0.00,0.00,0.00,2001-07-12
4868,326.14,326.14,326.14,326.14,0.00,0.00,0.00,2001-07-11
4869,322.74,322.74,322.74,322.74,0.00,0.00,0.00,2001-07-10
4870,322.94,322.94,322.94,322.94,0.00,0.00,0.00,2001-07-09
4871,327.28,327.28,327.28,327.28,0.00,0.00,0.00,2001-07-06
4872,324.75,324.75,324.75,324.75,0.00,0.00,0.00,2001-07-05
4873,325.94,325.94,325.94,325.94,0.00,0.00,0.00,2001-07-04
4874,327.94,327.94,327.94,327.94,0.00,0.00,0.00,2001-07-03
4875,331.05,331.05,331.05,331.05,0.00,0.00,0.00,2001-07-02
4876,332.69,332.69,332.69,332.69,0.00,0.00,0.00,2001-06-29
4877,333.80,333.80,333.80,333.80,0.00,0.00,0.00,2001-06-28
4878,334.39,334.39,334.39,334.39,0.00,0.00,0.00,2001-06-27
4879,335.17,335.17,335.17,335.17,0.00,0.00,0.00,2001-06-26
4880,336.34,336.34,336.34,336.34,0.00,0.00,0.00,2001-06-25
4881,336.87,336.87,336.87,336.87,0.00,0.00,0.00,2001-06-21
4882,336.22,336.22,336.22,336.22,0.00,0.00,0.00,2001-06-20
4883,334.50,334.50,334.50,334.50,0.00,0.00,0.00,2001-06-19
4884,332.81,332.81,332.81,332.81,0.00,0.00,0.00,2001-06-18
4885,331.30,331.30,331.30,331.30,0.00,0.00,0.00,2001-06-15
4886,333.18,333.18,333.18,333.18,0.00,0.00,0.00,2001-06-13
4887,338.05,338.05,338.05,338.05,0.00,0.00,0.00,2001-06-12
4888,342.25,342.25,342.25,342.25,0.00,0.00,0.00,2001-06-01
4889,340.43,340.43,340.43,340.43,0.00,0.00,0.00,2001-05-31
4890,339.49,339.49,339.49,339.49,0.00,0.00,0.00,2001-05-30
4891,338.73,338.73,338.73,338.73,0.00,0.00,0.00,2001-05-29
4892,338.99,338.99,338.99,338.99,0.00,0.00,0.00,2001-05-28
4893,339.24,339.24,339.24,339.24,0.00,0.00,0.00,2001-05-25
4894,337.46,337.46,337.46,337.46,0.00,0.00,0.00,2001-05-24
4895,336.98,336.98,336.98,336.98,0.00,0.00,0.00,2001-05-23
4896,334.26,334.26,334.26,334.26,0.00,0.00,0.00,2001-05-22
